mean pos,mean neg,Tweet,Clean
2,1,"i like that game better than the usual ""i spy my credit card at revival"" i usually play on sat mornings. @legendsleague",like game better usual spy credit card revival usually play sat mornings @legendsleague
3,1,@louiehiguera Waddup brotha! I needs to get my Twitter chops up :),@louiehiguera wadup brotha needs get twitter chops :)
1,3,RT @crazimonkay: Lamatrix: #RIPMadisonBieber? Unbelieveable. Just because there's a Jonas TT like that. Wow. Justin Bieber fans are PATHETIC.,rt @crazimonkay lamatrix #ripmadisonbieber unbelieveable there's jonas like wow justin bieber fans pathetic
2,2,i don't care what @johncmayer says in his interviews: his lyrics & his tweets make me smile. i feel all warm & fuzzy on the inside.,care @johncmayer says interviews lyrics twets make smile feel warm fuzzy inside
3,1,RT @iamdiddy: Attention paris I have a party at club VIP on thursday!!!! Let's go!!!! Spread the word! Last (cont) http://tl.gd/d7v83,rt @iamdidy attention paris party club vip thursday let's go spread word last cont
1,1,RT @twirus_nl: RT: @mjmulders1989: Help mee om een representatieve Twexitpoll te maken en ReTweet! Twirus Exit Poll http://bit.ly/bEG4LA,rt @twirus_nl rt @mjmulders help om en representatieve twexitpol te maken en retwet twirus exit poll
1,2,@TheRichLane What up Bruh Bruh! Yo I'm bout to order them Ray Ban's twitpic ya jawns for me. I'm not sure if mines is the right ones,@therichlane bruh bruh yo i'm order ray ban's twitter picture jawns i'm sure mines right ones
1,1,@mersilavie http://www.gama-go.com/product.php?productid=16962&cat=279&source=100302blast,@mersilavie
1,1,Now you can text to help people affected by the Chile quake News: http://bit.ly/buQwzL via @addthis,text help people affected chile quake news via @adthis
3,2,It's almost time for American Idol and it's the guys night since one of the girls was too sick to perform. Get better Crystal!,almost time american idol guys night since one girls sick perform get better crystal
1,1,@PhilJohnB First in Holloway and then for the last week in Triin's place. Are you going to be around 29/3-24/4?,@philjohnb first holoway last wk trin's place going around
2,2,Interesting....I'm checkin my email & I see that Manny Pacquiao sent me a Facebook friend request. I wonder if it's really him...hmmm.,interesting ... i'm checkin email see manny pacquiao sent facebok friend request wonder really ... hm
3,1,I experienced that 2nite!! RT @TheIntelligentW: I Love Seeing Health & Fitness 'Experts' That Look Like They Just ... http://bit.ly/cTSzW6,experienced to night rt @theinteligentw love seeing health fitness experts look like ...
1,1,@fadlynesia wkwkwkkw pempek yg dijalaprang yh??? hahay..,@fadlynesia wkwkwkw pempek yg dijalaprang yh hahay ..
1,1,Ohio State Buckeyes men's basketball team runs over Illinois to secure share of Big Ten title: Jon Diebler has 21 ... http://bit.ly/9EBi9u,ohio state buckeyes men's basketball team runs ilinois secure share big ten title jon diebler ...
4,1,"RT @slownessmood: Thanks to peru, china, korea, argentina, usa and brasil for help our people. THE HELP IS COMMING!!",rt @slownesmod thanks peru china korea argentina usa brasil help people help coming
1,2,@kakakakourtney bad news...he couldnt unlocked it,@kakakakourtney bad news ... couldnt unlocked
2,1,RT @BelieberBabes: #JonasBieberPeace good to know.,rt @belieberbabes #jonasbieberpeace good know
2,2,That retweet most likely due to @JOHNSTEWART and daily show pointing out the hypocracy of it all. Go John.,retwet likely due @johnstewart daily show pointing hypocracy go john
3,1,@rainnluv Kris and Cale singing that remains to be my favorite thing ever.,@rainluv kris cale singing remains favorite thing ever
1,1,RT @EmoneyyBags #TeamEur0 Everything European,rt @emoneybags #teameur everything european
1,2,"My beard trimmer isn't charging, due probably to a difference in voltage... I'm going to look like Karl Marx",beard trimmer charging due probably difference voltage ... i'm going look like karl marx
2,1,RT @shoppingqueeen: The only real valuable thing is intuition: Albert Einstein,rt @shopingquen real valuable thing intuition albert einstein
2,2,@PrettieBirdie talkin to funny ass Brian from Youtube..and I got a tweet from alonzo too..now I'm gettin tired u?,@pretiebirdie talkin funny ass brian youtube .. got tweet alonzo .. i'm getin tired
1,1,@tommcfly you tried the marmite cereal bars?,@tomcfly tried marmite cereal bars
3,1,@youngmyke Thank you!! OHHH Chrissy. Remember her? Anywho..she preggy!,@youngmyke thank oh chrisy remember anywho .. pregy
3,3,"Lol! Jip, it was a far and long drive! RT @sampaddock: Water for @carla_fourie at #geeksushi",very funny jip far long drive rt @sampadock water @carla_fourie #geksushi
1,1,"RT @CyberDivaVA: Internet Marketing Professor: Social Media Tips for Artists: Do you serve a small niche, like the ar.. http://bit.ly/cq4W6g",rt @cyberdivava internet marketing professor social media tips artists serve small niche like ar ..
1,2,"The narrator's voice has me pinned. I cannot move. All I can do is wait for him to say 1960, with light, crisp emphasis.",narator's voice pinned cannot move wait say light crisp emphasis
4,1,2 all my new friends: Welcome! Peace and Love 2 all. 2 all MY FRIENDS!! I am very hon...: http://chatter.com/a/2dmnp,new friends welcome peace love friends hon ...
2,1,NEWS: CAMPAIGNERS are moving a step closer to making a lethal road safer to cross. Villagers in North Weald are fi... http://bit.ly/bPXafs,news campaigners moving step closer making lethal road safer cross vilagers north weald fi ...
1,3,Now I'm scared too go to sleep @cuntwhoreee was telling me ghost stories!!!!!! Ughh:/,i'm scared go sleep @cuntwhore telling ghost stories damn :/
1,2,"So is Microsoft's ""software plus services"" strategy dead? It appears to be all ""cloud"" now. #pcbuzz",microsoft's software plus services strategy dead apears cloud #pcbuz
3,1,"RT @ddlovato: ""We'll Be A Dream"" is now available as a single on Itunes!! Check it out!!",rt @dlovato we'l dream available single itunes check
3,1,@mollyheartssoap Heeeey! So I was right about Babs having a boyfriend!! x,@molyheartsoap hey right babs boyfriend x
1,1,@Dinsypedia when you work out why I want to know...,@dinsypedia work want know ...
1,2,"@ceisenhood Hm, that or maybe bc the site got hacked a few weeks ago. @wachen can you check why older Local articles aren't Google indexing?",@ceisenhod hm maybe bc site got hacked weks ago @wachen check older local articles gogle indexing
1,2,"News:Pearson was arrested today at Pierce College in Woodland Hills, CA for the crime of making criminal threats",news :p earson arested today pierce college woodland hils ca crime making criminal threats
5,1,@JarvisTheArtist I'm good lil homey!!! Ready to get this WORK in witcha!!! LETS GET IT!!!,@jarvistheartist i'm good lil homey ready get work witcha lets get
3,1,Won my 3rd match out of 8! 5 more to go! Allez meee:),rd match go alez :)
2,2,RT @UPANDCOMING93: @LiL_SaVaG3_KeN y u in shorts and a t shirt playing ball in da park? -__- damn lol u dedicated lmao...stfu,rt @upandcoming @lil_savag_ken shorts shirt playing ball da park damn very funny dedicated very funny ... stfu
1,1,"ok so more info for the festival in the midlands; it's on the 21st march, and I'm on at 10pm! more info to follow... http://bit.ly/c4mhHO",ok info festival midlands st march i'm pm info follow ...
1,1,Check Out At MySalonBrand.com http://www.mysalonbrand.com/catalog/product/view/id/4264 Tigi Catwalk Root Boost 8.5 oz,check mysalonbrand.com tigi catwalk root boost oz
1,1,"@cosmic_black Currently listening to.Hisssss,",@cosmic_black currently listening to.his
2,1,"Great men are they who see that the spiritual is stronger than material force, that thoughts rule the world. ~ Ralph Waldo Emerson",great men see spiritual stronger material force thoughts rule world ralph waldo emerson
2,1,#Shoutout to Pretty woman @getyourhoneyon,#shoutout pretty woman @getyourhoneyon
4,1,im so happy all thz snow meltinq!!!,im happy thz snow meltinq
1,1,"RT @dmccraine: When i tell ppl Im a trainer,they think ""gym"" RT @c4lpt: I am a learning prof,I help people learn;I am not a trainer #lrnchat",rt @dmcraine tell pl im trainer think gym rt @clpt learning prof help people learn trainer #lrnchat
1,1,Dr. Seuss' birthday a lesson for readers: Parties in the Mid-Ohio Valley and across the nation this week honor the... http://bit.ly/aO64OU,dr seus birthday lesson readers parties mid-ohio valley across nation wk honor ...
1,1,Ada kue yg ky semangka ga co?mauu..RT @theZico: Pasar klojen RT @utsjkiew: Dmanaa?dmanaa?RT @theZico: Lemah bgt gw dihadapan kue2 basah,ada kue yg ky semangka ga co mau .. rt @thezico pasar klojen rt @utsjkiew dmana dmana rt @thezico lemah bgt gw dihadapan kue basah
4,1,Oh my!!! Cherry Bomb by Dakota & Kristen = AMAZING!!! Oh man this movie is gonna ROCK! http://bit.ly/cUraaJ,oh cherry bomb dakota kristen amazing oh man movie gona rock
2,1,@rohmeo01 sounds like a perfectly reasonable thing to do to me. Why not?,@rohmeo sounds like perfectly reasonable thing
1,1,"RT @googlewave: Google Wave email notifications are here (for testing)! Get immediate, hourly or daily updates http://bit.ly/clpDXI",rt @goglewave gogle wave email notifications testing get immediate hourly daily updates
1,1,Last chance to get blistered by Rust Belt Sermon is April 9 at The Frequency http://tinyurl.com/y8eh3lt,last chance get blistered rust belt sermon april frequency
1,1,@qnoy2k indosiar will show the re-run hours after that.if not mistaken around 10pm.the same day.if not mistaken.I saw the ad..,@qnoyk indosiar show re-run hours that.if mistaken around pm.the day.if mistaken saw ad ..
1,3,This nigguh needs to chill the fuck out fucken fat shit,niguh needs chill fuck fucken fat shit
1,1,"Chegou uma caixa da Ludwing, o Limited Classic Maple de 14x6,5', o som mais cl?ssico de caixas de madeira. http://bit.ly/b9JsfC",chegou uma caixa da ludwing limited classic maple de x som mais cl sico de caixas de madeira
1,1,Turkey presses Obama ahead of Armenia genocide vote http://bit.ly/c5ROja,turkey preses obama ahead armenia genocide vote
2,1,Farah's TEES MAAR KHAN to release on December 24th 2010 - News: This Christmas audiences are in for a treat with F... http://bit.ly/ar5h5R,farah's tes mar khan release december th news christmas audiences treat f ...
2,1,Grabbed some interviews at break. Now rushing to write this story for Fox at 10 and @CBS19 at 11!,grabed interviews break rushing write story fox @cbs
2,2,"Neighbour cat is taunting my cat from outside. Mavis meows a good game from behind glass, but is to chicken to go defend her back yard.",neighbour cat taunting cat outside mavis meows good game behind glass chicken go defend back yard
2,2,@FaruqTheKing haha yeah?!? i dont even know who Raheem Devaughn is so ill check him out and let you know!!,@faruqtheking haha yeah dont even know rahem devaughn ill check let know
3,1,He is my all... And I couldn't ask for more...,... ask ...
1,1,"RT @Whiplash_Net: Inri Cristo: a vers?o m?stica de ""Hotel California"" http://bit.ly/aQiQjO",rt @whiplash_net inri cristo vers stica de hotel california
2,1,"Now Casting Single Men & Women who are looking for love online!: Are you a single, in your 20's, 30's or 40's and ... http://bit.ly/cmiO8s",casting single men women looking love online single ...
1,2,Man dont change the money..money change the man..,man dont change money .. money change man ..
1,2,"okays, im gonna do my makeup and get dressed now. no one talks to me -.-",okays im gona makeup get dressed one talks
2,1,"RT @kajjajja Your heart and my heart / Are very, very old friends. ~Hafiz",rt @kajaja heart heart old friends hafiz
2,1,"Tip #14: Feelings only need to be felt, so express them safely & privately, & feel better soon-soon! *wink*",tip felings need felt express safely privately feel better son-son wink
1,1,RT @JDiesen Sjekk ut! Vampire Weekend VS Yeasayer - Giving Up the Alp (Immuzikation Blend): http://bit.ly/cUUyZh #musikktips,rt @jdiesen sjek ut vampire weekend vs yeasayer giving alp imuzikation blend ): #musiktips
3,1,"I love Softlips lip balm @ilovesoftlips In fact, I applied the vanilla flavor just a few mins ago :)",love softlips lip balm @ilovesoftlips fact applied vanilla flavor mins ago :)
2,1,"@_souzafan Launched our tracker, so join us for free leech... oh, seed too! ==> h ttp://BrazilTorrents.com/register.php zj",@_souzafan launched tracker join us free leech ... oh seed h tp :/ braziltorents.com/register.php zj
2,3,And the annoying ones make me want to kill. RT @heatheryarrish Awkward people make me laugh,annoying ones make want kill rt @heatheryarish awkward people make laugh
3,3,@businessmind11 Hmmmm. Not give the people a choice and expect them to accept the need for change? Interesting and scary idea! lol,@businesmind hm give people choice expect accept need change interesting scary idea very funny
1,2,"Think I just taught my daughter the nuance btwn ""answering honestly but w/a relevant omission"" and ""lying"". That probably wasn't very smart.",think taught daughter nuance btwn answering honestly w relevant omission lying probably smart
1,1,Im the first to fall last to know whered you go now im heels over head im hanging upside dwn-boys like girls,im first fall last know whered go im hels head im hanging upside dwn-boys like girls
1,1,Ededeh.. Jammoko tanya.. Logatta bisa tongjii.. Hahahaha..RT @mardjoedjaii: @safinaishak ededeee .so balogat dia eh :p,ededeh .. jamoko tanya .. logata bisa tongji .. hahahaha .. rt @mardjoedjai @safinaishak edede balogat dia eh :p
2,2,@jjennieelliss i do not have a hickey! i posted a status on facebook that if 50 people liked it it grow a beard xD,@jenielis hickey posted status facebok people liked grow beard xd
2,2,"@rymh You got plans for lunch? I think we need to hang out for a bit. Also, just to stop me from watching cartoons over lunch.",@rymh got plans lunch think need hang bit also stop watching cartons lunch
1,1,I-70 WESTBOUND from I-71 N. (#101) to I-670 (#96)- Jam Factor: 0- Incidents: 0 (),westbound jam factor incidents
1,2,Greatest Hits Box almost gone! http://www.youtube.com/watch?v=dAqV-gGoSF0,greatest hits box almost gone
2,2,I miss you too twin @NiaGalvin!! I'll be over in a few hun,miss twin @niagalvin i'l hun
1,1,See if you can guess where I am now? Hint - They have Deschutes Black Butte Porter http://tweetphoto.com/13252826,see guess hint deschutes black butte porter
1,1,RT @careerealism 7 Key Ways to Promote Your Personal Brand http://bit.ly/8YLfNS,rt @carerealism key ways promote personal brand
2,1,RT @yogee_raj: Likes Dreamworks Animation: wow - http://likaholix.com/r/pCK #movies,rt @yoge_raj likes dreamworks animation wow #movies
1,1,"#CosmoWatch Virtualization Dir: James River, IceWEB, NASA and Cloud Computing | Virtualization Journal http://bit.ly/doZqGo",#cosmowatch virtualization dir james river iceweb nasa cloud computing virtualization journal
2,1,"Now I'm stronger than yesterday, now it's nothing but my way; my loneliness ain't killing me no more... #twirl #HomoExplosion",i'm stronger yesterday nothing way loneliness ain't killing ... #twirl #homoexplosion
2,2,"Hmmmm, to study or to make a nice breakfast? There's only one option here, though I may regret it once the pathology marks are in.",hm study make nice breakfast there's one option though may regret pathology marks
2,1,Fafsa saved us $5550.00 this time around.,fafsa saved us time around
1,1,Fotolog atualizado: http://www.fotolog.com.br/fconrad #cosplay #steampunk,fotolog atualizado #cosplay #steampunk
1,1,"AOL: Channel Editor, Finance (London, GBR) http://bit.ly/9Eap2o #AOLJobs #AOLCareers #Jobs #TweetMyJOBS",aol channel editor finance london gbr #aoljobs #aolcarers #jobs #twetmyjobs
2,1,Omg! http://bit.ly/c7yoI7 - Using this my website got 12k views today. National Grammar Day #JonasBrothersAre #itsNotCool,shocked using website got k views today national grammar day #jonasbrothersare #itsnotcol
2,2,@ArmaniExxchange I wud but...my bday tomoro..I ain't puttn it down for no1..sum1 gotta put it dwn for me.. #imjustsayin,@armaniexchange wud ... bday tomoro .. ain't putn .. sum gota put dwn .. #imjustsayin
1,1,"7082 WESTMOORLAND DR | Berkeley Hills | Now: $1,150,000 | Orig: $1,200,000 | Total Reduction: $50,000 | Days On: 43 |",westmorland dr berkeley hils orig total reduction days
3,1,@justinbieber can you PLEASE follow me and give me a big shoutout =) <3,@justinbieber please follow give big shoutout =)
3,1,@yankeegirl51680 thanks! my mom is there now she was walking by saw the line and jumped on it lol,@yankegirl thanks mother walking saw line jumped very funny
3,1,"@MeanderingSoul At least I would say it, because it's truly what you are: an adorable, amazing dork with a good soul!",@meanderingsoul least would say truly adorable amazing dork good soul
1,1,"Vandalism on 11XX LEXINGTON RD, Louisville, 40204, KY (via spotcrime.com): Vandalism http://bit.ly/bC3XZA",vandalism x lexington rd louisvile ky via spotcrime.com ): vandalism
3,2,@youngmusic I got some shit called BuryBerry weekend...you would think I was lil wayne LOL!,@youngmusic got shit caled burybery weekend ... would think lil wayne very funny
1,1,"When I get a car, the license plate will say ""HAXLULZ"".",get car license plate say haxlulz
3,1,"#F1 Remember, the 2009 race edit is now on the F1 web! Great to be able to watch it at last!!",f remember race edit f web great able watch last
3,1,@ShannOOO lol its cooliooo!! I get off@6 today if u wanna come by b4 kid pick up time lmaoo!! Or u know they're more than welcome too lol!!,@shano very funny colio get today wanna come kid pick time very funny know they're welcome very funny
1,2,The judges on #idol are making me not want to watch the show.,judges #idol making want watch show
1,2,i haven't seen him yet today. i was hoping for a smile,seen yet today hoping smile
2,2,Her pin is 20D60.... :P Not giving any of you hahaha!,pin ... :p giving very funny
1,1,"compLexity Gaming - Counter-Strike | World of Warcraft | Team ...: Today, Major League Gaming has annou... http://bit.ly/aLo4L0",complexity gaming counter-strike world warcraft team ... today major league gaming anou ...
2,1,@cutealesia after looking at the picture with the article I understand why someone would buy an island.,@cutealesia looking picture article understand someone would buy island
2,1,Loving the track playing on 6music right now,loving track playing music right
1,2,"My knuckle is big, gotta work on lefty",knuckle big gota work lefty
1,1,The Urban Playground http://bit.ly/bYlG0H,urban playground
1,4,GRRRRRRRAAAAAAHHHHH! GODD@$# MAYA! WHY WONT YOU WORK FOR ME?! :( I really need to see if I can get a tutor to help me learn this stuff. :(,grah god maya wont work :( really need see get tutor help learn stuff :(
1,1,Signal: Extreme Thing 2010: The Ricardo Laguna Pro BMX Dirt Challenge. http://deluxebmx.com/news/2010/03/good-back-yard-ric/,signal extreme thing ricardo laguna pro bmx dirt challenge
3,3,"Made it to work, printing out a KRS... BLAH! Missing his baby like crazy! I love you! Always and Forever!",made work printing krs ... blah missing baby like crazy love always forever
1,1,Listening to Juke Box Hero by Foreigner http://p.rhap.com/Tra.2326253 #rhapsody,listening juke box hero foreigner #rhapsody
3,1,"PPP has surpassed the 100,000 view mark. A big thank you to our fans and our web partners @koldcasttv & @bliptv",p surpased view mark big thank fans web partners @koldcastv @bliptv
5,1,@EmmaXMichaelX It Was Really Coool !! .x I Told Jack About It And He Started Pissing Himself !! I Looovvveee yooouu Sooooo Mucchhh,@emaxmichaelx really cool x told jack started pising love much
2,1,RT @lovesmesomeyou: Ever wonder about Sin: Fat or Gay? My video response http://bit.ly/9jM8Ch,rt @lovesmesomeyou ever wonder sin fat gay video response
2,1,Good Morning! Temps right now in the upper 20s.,good morning temps right upper
1,4,@Nikekaws OH EM GEEE!!! why do i have to be a bean head looser!!!?,@nikekaws oh gee bean head looser
1,1,@LarryMadowo my guess is the 'Larry Show' or 'Madowo on Business n Tech',@larymadowo guess larry show madowo business tech
2,2,I done texted and called this guy @Will_Matt ...he still hasn't hit me back.,done texted caled guy @wil_mat ... still hit back
2,2,"It's nice to look over your High School Yearbook and see things are still the same as they were. You can still say ""who are these people?""",nice look high school yearbook see things still still say people
1,2,"@RadioLunchbox you need to bathe, dude.",@radiolunchbox need bathe dude
1,1,Would you consider looking at my site and giving feedback? http://bit.ly/dCG6Qo,would consider looking site giving feedback
1,1,"RT @Brunno_Aguiar: RT @ChrissMarquez: Cara, SETE ANOS DE FALLEN???? Uhuuuuhhh!!! #WorldEvanescenceDay #HappyBdayFallen",rt @bruno_aguiar rt @chrismarquez cara sete anos de fallen uhuh #worldevanescenceday #hapybdayfalen
1,1,RT lah kau mamaknya kek mana ! @iincebul: kasih makan lah ini sodara kalian @methaCore @Bagasluts http://tweetphoto.com/13238276,rt lah kau mamaknya kek mana @incebul kasih makan lah ini sodara kalian @methacore @bagasluts
1,1,More work. (@ O'Hare Airport Terminal 3) http://4sq.com/cx4Xsg,work o'hare airport terminal
2,1,"Just took ""What kind of Animal are you in bed?"" and got: a Teddybear! Try it ? http://bit.ly/akrxM8",took kind animal bed got tedybear try
2,1,RT @NBSoftwareStore: Five minutes to go! Winner will be randomly selected and announced at 12:01PM EST. #NBS http://bit.ly/NBSiPhone,rt @nbsoftwarestore five minutes go winner randomly selected anounced :p est #nbs
2,1,Your friends seem to be extra supportive of you now but upon c... More for Taurus http://twittascope.com/twittascope/?sign=2,friends seem extra supportive upon see ... taurus
2,1,RT @lockerz: I like to PLAY the Patric Stump video on Lockerz.com,rt @lockerz like play patric stump video lockerz.com
2,1,RT @alacimass: VAs: are business owners & understand many if not all functions of keeping a business running like a well oiled machine.,rt @alacimas vas business owners understand many functions keeping business running like well oiled machine
1,1,RT @TeamARIN: Announcement: Call for Hosting Providers to Present at ARIN XXV http://bit.ly/aIrEFF,rt @teamarin announcement call hosting providers present arin xv
1,1,The Rolling Stones - You Can t Always Get What You Want http://bit.ly/bUMssp,rolling stones always get want
2,1,"I just took ""Which Twilight New Moon Character Are You?"" and got: jacob! Try it: http://bit.ly/aL06cd",took twilight new moon character got jacob try
2,1,@n00bf4c3pl0x australia wbu? :),@nbfcplx australia wbu :)
2,1,wow is all i have to say,wow say
1,1,@masonworld I thought everyone knew that?,@masonworld thought everyone knew
1,2,RT @Kingjones88: I've wasted so much time on chicks .... thank god I didn't waste the same amount of $$$(I feel the same way),rt @kingjones i've wasted much time chicks ... thank god waste amount feel way
3,1,@PerezHilton if you do it I would definitely watch it!,@perezhilton would definitely watch
1,2,Loss of UB rehabilitation program will hurt region: The attending physicians are also faculty at the University at... http://bit.ly/clpjZM,loss ub rehabilitation program hurt region atending physicians also faculty university ...
3,1,i am off that college work to do ill be on my phone if yah want me just @ reply my :) love yah all thanks for following........... :)<3 xoxo,college work ill phone yah want reply :) love yah thanks following ... :) xoxo
1,1,@RyanSeacrest have they told you who goes tonight yet?,@ryanseacrest told goes tonight yet
1,2,Ain't asking nobody for nothing http://www.youtube.com/watch?v=bs4y5si8DGs,ain't asking nobody nothing
3,1,My niche is better than yours! http://tinyurl.com/yd4xuee,niche better
3,2,@RadSpectacular Sorry to hear it. Have made extra noise for you. Good luck!,@radspectacular sorry hear made extra noise good luck
1,1,Guys how many times wud u like ur lady to call u in a day???,guys many times wud like lady call day
1,3,Have You Heard About The Secret Behind ?The Secret?? (this is SHOCKING Stuff)... http://bit.ly/FREEDVD,heard secret behind secret shocking stuff ...
1,1,"VIDEO: The Chimney Pro*To The Rescue*Cape Cod, Ma http://tmogul.com/tweet/bdrRY",video chimney pro rescue cape cod
1,1,"RT @AAFNational Want expert career development advice? Attend our free Web seminar ""Brand: YOU"" on Wed. March 31! http://bit.ly/aJyki1",rt @afnational want expert career development advice attend free web seminar brand wed march
4,1,omg thank u!!! http://tweeter.faxo.com/Biggest_Emily_Osment_Fan,shocked thank
1,1,check us out broadcasten live on ustream heres the link... http://lnk.ms/6g2dP,check us broadcasten live ustream heres link ...
1,1,Landed in Denver...quick layover before continuing to LA...and then get ready for 3 broadcast in 2 days...,landed denver ... quick layover continuing la ... get ready broadcast days ...
1,2,@So_MzUnderstood I might have one F too because my professor gives us nothing but tests & no homework. What u got an F in?,@so_mzunderstod might one f professor gives us nothing tests homework got f
1,1,"beginning iTunes reconstruction on new laptop. 9,709 songs and 37 GBs to go through....",beginning itunes reconstruction new laptop songs gbs go ...
3,1,4real! RT @JillianMichaels: Ok I am obsessed with Carrie underwoods cowboy cassanoca song. It takes a woman that hot to make like country.,real rt @jilianmichaels ok obsesed carie underwods cowboy casanoca song takes woman hot make like country
3,1,"my thursday eavening tv line-up goesss Eastenders, #snogmarryavoid, then hotter than my daughter, then after a while skins. WOOP (:",thursday eavening tv line-up goes eastenders #snogmaryavoid hotter daughter skins wop (:
1,1,RT @craigmod: How dead is print?,rt @craigmod dead print
1,1,"RT @Senate_GOPs: Sen. McConnell on #hcr just now: ""This is a fight between Democrats inside the Beltway and (cont) http://tl.gd/dkmoc",rt @senate_gops sen mconel #hcr fight democrats inside beltway cont
1,1,conta logo o segredoooo .com .com .com .com (@gabi_cardlpj live on http://twitcam.com/h54q),conta logo segredo com com com com @gabi_cardlpj live
1,1,@theonlyQuinnBee DM he's just parked in my driveway...,@theonlyquinbe direct message he's parked driveway ...
1,1,hopes adaa yangg aneehh di.seqolaaa ! (dance) http://plurk.com/p/40jlpb,hopes ada yang aneh di.seqola dance
2,1,"@MKqueenBee @iluvjosh4ever Stare at it and you can kind of see him falling =D Renee, lesson learned, right? :p",@mkquenbe @iluvjoshever stare kind see falling =d rene lesson learned right :p
1,1,"@admiral_kuro weeeek, ngapain gw disayang maho, wkwkwk :P",@admiral_kuro wk ngapain gw disayang maho wkwkwk :p
1,1,#nowplaying Cruel Summer - Bananarama,#nowplaying cruel summer bananarama
3,1,2 and a half hours until i see Jim Halpert's beautiful baby!!!,half hours see jim halpert's beautiful baby
2,2,http://bit.ly/aEu57j -- 3 earthquakes in less than 2 month span?!! groaning now but one day the earth will shake w/ joy.,earthquakes less month span groaning one day earth shake w joy
2,2,I need to act upon my feelings. Even if my feelings tell me to distance myself from a person I love or have love for. Its for the best.,need act upon felings even felings tell distance person love love best
1,1,"@BodyByB Have some curiosity about twitter, facebook, adwords, and how to utilize them for your mlm? http://hopurl.com/69719",@bodybyb curiosity twitter facebok adwords utilize mlm
1,1,Reformist economist Saeid Laylaz?s prison sentence reduced to 3 years following appeal ? GVF #iranelection http://bit.ly/a1bDAH,reformist economist saeid laylaz prison sentence reduced years following appeal gvf #iranelection
1,1,Kyun Dooriyan - Shafqat Amanat Ali (2010) [PAKISTANI ALBUM]: Singer : Shafqat Amanat AliMusic Director: Shafqat Am... http://bit.ly/9FbUyB,kyun doriyan shafqat amanat ali pakistani album ]: singer shafqat amanat alimusic director shafqat ...
2,1,@beautiful_x3 aight ima hit yall up tomarro after this nigga do somethin on my whip,@beautiful_x aight ima hit yal tomaro niga somethin whip
1,1,"Confirmed: Microsoft's Project Pink Lives, and It's Coming to Verizon [Exclusive] http://ow.ly/16IwAD",confirmed microsoft's project pink lives coming verizon exclusive
2,3,"@godsgirl8494 I wouldn't want to live forever. Even though I would meet new people, I would lose everyone in my life.. It would be unbarable",@godsgirl want live forever even though would meet new people would lose everyone life .. would unbarable
1,2,@KermitHermit that's is the logic. But twitter is now against common sense,@kermithermit that's logic twitter common sense
1,1,"Free refrigerator (astoria, queens): Free refrigerator, standard model, light creme color. mus... http://bit.ly/9hvvN7 http://bit.ly/6KPOg2",free refrigerator astoria quens ): free refrigerator standard model light creme color mus ...
1,1,RT @colleennika: I write about @shirleymanson and Elijah Wood's @OliverPeoples film for @InterviewMag http://bit.ly/cyBtrO,rt @colenika write @shirleymanson elijah wod's @oliverpeoples film @interviewmag
2,3,Anyone else watching Terps vs Blue Devils?! Fear the TURTLE!!! #bandwagonfan #Kanyeshrug I'm new to Maryland lol,anyone else watching terps vs blue devils fear turtle #bandwagonfan #kanyeshrug i'm new maryland very funny
4,1,It looks really nice outside!! Sun is out,loks really nice outside sun
1,2,@ForeverWithYou_ but by time I load up my computer it will be 9 and you'll be gone D:,@foreverwithyou_ time load computer you'l gone d:
1,2,@mtorres1992 i am whipped. i am starting to think about marriage and shit. i need her. get her to talk to me. please?,@mtores whipped starting think marriage shit need get talk please
3,1,"I just got up to 28,044 in #DoodleJump!!! Beat that! http://itunes.com/app/DoodleJump",got #dodlejump beat
1,1,RT @africam: Nkorho Cam : hyena By: Penny2 http://bit.ly/NF6KI,rt @africam nkorho cam hyena penny
2,1,@catherinealulio random just watch it :D,@catherinealulio random watch :d
1,1,Vick?s future still uncertain (The Mercury) http://iko.la/ns/22470,vick future still uncertain mercury
1,1,"http://twitpic.com/16j4hk - Alexander McQueen??,????,????",alexander mcquen
1,2,"@boomkit18 Awww, can I see? Nobody deserves to be put down.",@bomkit aw see nobody deserves put
1,1,NEW: Quick Video Post: My Company's Latest Expansion Revealed! http://bit.ly/di703K - Please feel free to RT!,new quick video post company's latest expansion revealed please feel free rt
2,3,"Bob Bryar ""booted"" from My Chemical Romance? Oh that's a real nice way to put it COCKBAGS. I always liked Rocksound better anyway @AltPress",bob bryar booted chemical romance oh that's real nice way put cockbags always liked rocksound better anyway @altpres
2,1,@e_austin I am pro-union! Let's quiz pub emp union mems & see what they know about labor movement. Raised by local pres & business agent.,@e_austin pro-union let's quiz pub emp union mems see know labor movement raised local pres business agent
2,1,@JA5KAUR lol h-i-triple x. i wonder what u thought i said durin the verse.,@jakaur very funny h-i-triple x wonder thought said durin verse
1,1,#icheatedbecause I want to bootleg my own sex tape.,#icheatedbecause want bootleg sex tape
3,1,Praying for you my sista!! -->RT @HydeiaBroadbent Living with AIDS is a pain!!!,praying sista --> rt @hydeiabroadbent living aids pain
1,2,Oh & now my batteries gonna die. sum1 hates me 2nite missed Chezza & am gonna miss @wossy,oh bateries gona die sum hates to night mised cheza gona miss @wosy
3,1,@anugrahayyu u should visit me in gorontalo. u can stay at my house!:D lol,@anugrahayu visit gorontalo stay house :d very funny
